,_p,_v,_t
369,3.6737,109.0,1589365877658
370,3.6738,3.0,1589365877870
371,3.6735,17.95,1589365878898
372,3.6736,68.55,1589365883933
373,3.6737,21.56,1589365883933
374,3.6738,101.89,1589365883933
375,3.6735,34.0,1589365884316
376,3.6735,34.0,1589365893052
377,3.6734,11.7,1589365894505
378,3.6734,34.14,1589365925260
379,3.6735,2.73,1589365925260
380,3.6736,0.82,1589365925260
381,3.6735,14.07,1589365928895
382,3.6734,47.36,1589365945887
383,3.6734,35.96,1589365953605
384,3.6734,700.0,1589365953607
385,3.6734,40.0,1589365953684
386,3.6734,38.42,1589365953709
387,3.6734,38.42,1589365953718
388,3.6734,38.42,1589365953718
389,3.6734,38.42,1589365953723
390,3.6734,100.79,1589365953789
391,3.6734,79.86,1589365953803
392,3.6734,20.0,1589365953853
393,3.6734,128.73,1589365953867
394,3.6749,69.37,1589365953867
395,3.6754,305.22,1589365953867
396,3.6759,25.2,1589365956362
397,3.676,6.8,1589365956362
398,3.6756,25.73,1589365963458
399,3.6757,25.65,1589365963458
400,3.6758,32.68,1589365963458
401,3.6758,126.85,1589365963459
402,3.6756,40.08,1589365966565
403,3.6756,7.26,1589365966569
404,3.6754,10.0,1589365971817
405,3.6754,32.63,1589365992851
406,3.6743,10.0,1589366016309
407,3.6745,57.94,1589366023829
408,3.673,10.0,1589366047128
409,3.673,10.0,1589366047136
410,3.6749,3.81,1589366061628
411,3.6738,122.0,1589366073866
412,3.6739,10.0,1589366074989
413,3.675,54.0,1589366085295
414,3.6755,10.0,1589366085963
415,3.6759,8.0,1589366089828
416,3.6758,68.0,1589366090143
417,3.676,323.0,1589366100277
418,3.676,0.05,1589366100330
419,3.6761,9.94,1589366100330
420,3.676,59.64,1589366100351
421,3.6762,26.0,1589366100379
422,3.6762,30.0,1589366100401
423,3.6762,10.0,1589366100472
424,3.6762,3.0,1589366104798
425,3.6775,21.53,1589366109453
426,3.6776,8.47,1589366109453
427,3.6776,177.21,1589366109490
428,3.6767,147.83,1589366133200
429,3.6765,41.4,1589366133200
430,3.6763,408.0,1589366133200
431,3.6762,5.35,1589366133342
432,3.6759,33.62,1589366133342
433,3.6766,11.39,1589366153306
434,3.6768,93.0,1589366174273
435,3.6771,3.0,1589366234717
436,3.6786,33.0,1589366234862
437,3.6787,14.31,1589366234862
438,3.6799,52.37,1589366239457
439,3.6799,174.13,1589366239466
440,3.6794,52.98,1589366249186
441,3.6795,116.0,1589366249186
442,3.6797,881.02,1589366249186
443,3.6799,77.0,1589366283688
444,3.6785,17.16,1589366286715
445,3.68,28.0,1589366296907
446,3.6789,49.72,1589366323282
447,3.6781,19.76,1589366323282
448,3.678,146.3,1589366323282
449,3.6771,145.51,1589366323282
450,3.6799,7.0,1589366323968
451,3.6799,28.5,1589366326248
452,3.68,39.73,1589366361473
453,3.68,19.05,1589366391724
454,3.68,36.67,1589366396266
455,3.68,10.0,1589366413307
456,3.68,52.6,1589366413312
457,3.6811,86.89,1589366413312
458,3.6816,1.54,1589366413312
459,3.6816,200.0,1589366416599
460,3.6816,499.26,1589366428466
461,3.6815,3.08,1589366472858
462,3.6818,496.92,1589366472858
463,3.6818,50.44,1589366472967
464,3.6816,114.0,1589366474495
465,3.6816,33.0,1589366479236
466,3.6807,10.0,1589366481573
467,3.6818,17.24,1589366520866
468,3.6813,34.21,1589366538326
469,3.6812,41.8,1589366538326
470,3.6808,77.0,1589366538326
471,3.6806,120.67,1589366538326
472,3.6824,29.0,1589366554488
473,3.6824,5.75,1589366560719
474,3.683,11.0,1589366563541
475,3.684,4.0,1589366568984
476,3.6841,4.0,1589366642938
477,3.6841,0.65,1589366643042
478,3.684,0.09,1589366643042
479,3.6837,23.26,1589366643042
480,3.6839,7.0,1589366643146
481,3.6837,25.0,1589366644223
482,3.6837,51.0,1589366644322
483,3.6838,4.0,1589366645290
484,3.6838,34.0,1589366645382
485,3.6836,18.0,1589366645909
486,3.6837,33.0,1589366646030
487,3.6835,515.0,1589366649429
488,3.6835,418.0,1589366649544
489,3.6836,3.0,1589366650161
490,3.6837,48.69,1589366650161
491,3.6835,22.0,1589366650392
492,3.6838,3.0,1589366650443
493,3.6836,34.0,1589366650712
494,3.6838,24.0,1589366651035
495,3.6838,10.0,1589366651245
496,3.6849,10.0,1589366651467
497,3.6839,39.0,1589366651990
498,3.6849,38.38,1589366656907
499,3.6846,9.0,1589366681664
500,3.6846,34.0,1589366695952
501,3.6846,15.0,1589366704281
502,3.6846,64.0,1589366704710
503,3.6846,7.0,1589366705239
504,3.6846,111.0,1589366705460
505,3.6847,145.6,1589366710596
506,3.6849,103.15,1589366710596
507,3.6851,2.85,1589366711021
508,3.6852,248.75,1589366712623
509,3.6847,32.0,1589366712789
510,3.6852,165.42,1589366714684
511,3.6859,59.83,1589366714684
512,3.6861,23.5,1589366714684
513,3.6846,30.0,1589366714935
514,3.6847,31.0,1589366715034
515,3.6845,34.0,1589366715250
516,3.686,248.75,1589366717356
517,3.6845,28.0,1589366719071
518,3.6844,156.0,1589366719182
519,3.6855,68.33,1589366719567
520,3.6856,28.21,1589366719567
521,3.6857,116.78,1589366719567
522,3.686,35.43,1589366719567
523,3.6847,85.0,1589366721392
524,3.6857,43.44,1589366721577
525,3.6858,33.38,1589366721577
526,3.686,130.08,1589366721577
527,3.6864,41.85,1589366721577
528,3.6846,24.0,1589366721605
529,3.6848,31.0,1589366721704
530,3.6846,9.0,1589366722022
531,3.6846,28.0,1589366722891
532,3.6864,115.95,1589366723637
533,3.6865,28.99,1589366723637
534,3.6866,103.81,1589366723637
535,3.6846,86.0,1589366723748
536,3.6864,93.86,1589366725828
537,3.6865,81.7,1589366725828
538,3.6866,45.46,1589366725828
539,3.6867,27.73,1589366725828
540,3.6848,28.0,1589366725939
541,3.6848,63.0,1589366726040
542,3.6858,68.66,1589366727950
543,3.6859,27.17,1589366727950
544,3.686,46.82,1589366727950
545,3.6869,106.1,1589366727950
546,3.685,60.0,1589366728320
547,3.6866,101.23,1589366729888
548,3.6867,106.0,1589366729888
549,3.6869,41.51,1589366729888
550,3.6853,25.0,1589366730130
551,3.6852,14.0,1589366730434
552,3.6852,64.0,1589366730547
553,3.6852,5.0,1589366730752
554,3.6852,3.0,1589366731279
555,3.6852,3.0,1589366731906
556,3.6853,19.44,1589366744260
557,3.6852,76.7,1589366744260
558,3.6851,88.84,1589366744260
559,3.6849,115.02,1589366744260
560,3.6852,48.7,1589366750442
561,3.6851,19.93,1589366750442
562,3.6853,34.89,1589366764706
563,3.6852,265.11,1589366764706
564,3.6861,67.0,1589366783824
565,3.686,38.5,1589366803904
566,3.6859,34.18,1589366803904
567,3.6858,410.26,1589366803904
568,3.6864,2.72,1589366810035
569,3.6874,13.26,1589366825731
570,3.6874,131.0,1589366834200
571,3.6874,68.0,1589366834296
572,3.6874,32.0,1589366834412
573,3.6874,0.44,1589366834579
574,3.6875,199.56,1589366834579
575,3.6874,9.0,1589366834619
576,3.6874,0.59,1589366834769
577,3.6875,199.41,1589366834769
578,3.6875,15.0,1589366834829
579,3.6875,149.27,1589366834868
580,3.6875,1115.4,1589366834871
581,3.6889,200.0,1589366834874
582,3.6894,47.16,1589366844122
583,3.6894,16.75,1589366844455
584,3.6898,12.64,1589366844455
585,3.6898,41.39,1589366851081
586,3.6897,275.34,1589366864114
587,3.6897,202.0,1589366866496
588,3.6897,0.75,1589366899444
589,3.6899,3.0,1589366899557
590,3.69,3.59,1589366899632
591,3.6902,4.82,1589366899632
592,3.6904,7.98,1589366899632
593,3.6908,40.11,1589366899632
594,3.6909,39.82,1589366899632
595,3.691,7.81,1589366899632
596,3.6913,195.87,1589366899632
597,3.6913,63.7,1589366899632
598,3.6914,50.15,1589366899632
599,3.6915,21.67,1589366899759
600,3.6915,47.2,1589366899879
601,3.6898,116.55,1589366900364
602,3.6904,33.08,1589366900519
603,3.6901,33.01,1589366900642
604,3.6916,30.02,1589366902739
605,3.6908,3.52,1589366903152
606,3.6906,9.0,1589366905453
607,3.6906,34.36,1589366905559
608,3.6905,35.64,1589366905559
609,3.6913,30.03,1589366905623
610,3.6913,47.15,1589366906153
611,3.6913,30.02,1589366908519
612,3.6906,86.0,1589366910309
613,3.6916,30.04,1589366911617
614,3.6909,17.0,1589366911780
615,3.6918,30.04,1589366914888
616,3.6919,31.03,1589366918359
617,3.6911,16.0,1589366919758
618,3.6918,30.03,1589366921623
619,3.6918,30.04,1589366924886
620,3.6911,30.0,1589366926626
621,3.6918,30.02,1589366928199
622,3.6918,30.01,1589366931419
623,3.6918,85.09,1589366939713
624,3.6923,18.57,1589366939792
625,3.6929,1.43,1589366939792
626,3.693,50.0,1589366939931
627,3.693,154.88,1589366939935
628,3.6934,34.46,1589366939944
629,3.6939,8.86,1589366939944
630,3.694,25.48,1589366939944
631,3.6942,13.57,1589366939944
632,3.6947,3.59,1589366939944
633,3.6951,16.21,1589366939944
634,3.6951,20.0,1589366939949
635,3.6951,10.0,1589366939953
636,3.6951,60.0,1589366939957
637,3.6945,26.11,1589366942459
