,_p,_v,_t
544,0.01596,2102.0,1589069086740
545,0.01596,5351.3,1589069086766
546,0.01597,802.5,1589069086841
547,0.01596,44567.0,1589069087067
548,0.01596,5006.6,1589069087325
549,0.01596,2081.2,1589069087350
550,0.01596,737.0,1589069087359
551,0.01595,2060.6,1589069087626
552,0.01595,56019.6,1589069087822
553,0.01594,31677.7,1589069087822
554,0.01594,75178.5,1589069087827
555,0.01594,25059.5,1589069087838
556,0.01594,50125.3,1589069087847
557,0.01594,5017.0,1589069088042
558,0.01594,25000.0,1589069088081
559,0.01596,2196.2,1589069088141
560,0.01594,2040.2,1589069088241
561,0.01594,2020.0,1589069088649
562,0.01594,5029.7,1589069088673
563,0.01594,21388.6,1589069088694
564,0.01593,229121.4,1589069088694
565,0.01594,57220.3,1589069089155
566,0.01595,1635.9,1589069089213
567,0.01594,5007.7,1589069089294
568,0.01594,2000.0,1589069089320
569,0.01594,4120.0,1589069089452
570,0.01594,20562.3,1589069089518
571,0.01595,8715.0,1589069089577
572,0.01593,2060.0,1589069089806
573,0.01593,5010.6,1589069090008
574,0.01595,19052.4,1589069090039
575,0.01593,140000.0,1589069090333
576,0.01593,140000.0,1589069090336
577,0.01593,53832.0,1589069090352
578,0.01593,60518.0,1589069090368
579,0.01593,199056.4,1589069090368
580,0.01593,54753.3,1589069090377
581,0.01592,8279.7,1589069090377
582,0.01592,24590.7,1589069090377
583,0.01593,6258.3,1589069090393
584,0.01594,1316.7,1589069090563
585,0.01593,19151.0,1589069090563
586,0.01593,5488.6,1589069090564
587,0.01594,1126.8,1589069091066
588,0.01593,3892.6,1589069091066
589,0.01593,5015.5,1589069091618
590,0.01594,13674.4,1589069091670
591,0.01593,1254.7,1589069091935
592,0.01594,5928.4,1589069092095
593,0.01593,5013.2,1589069092176
594,0.01593,96991.0,1589069092370
595,0.01593,100000.0,1589069092711
596,0.01592,5010.7,1589069092805
597,0.01592,8000.0,1589069092862
598,0.01592,2000.0,1589069092862
599,0.01592,6000.0,1589069092953
600,0.01592,2000.0,1589069092955
601,0.01593,2235.0,1589069092957
602,0.01592,38550.0,1589069092973
603,0.01592,21450.0,1589069092982
604,0.01592,2774.0,1589069092994
605,0.01593,1243.9,1589069093016
606,0.01593,4985.1,1589069093096
607,0.01593,95635.9,1589069093099
608,0.01593,20092.0,1589069093176
609,0.01592,20000.0,1589069093226
610,0.01592,6209.0,1589069093238
611,0.01592,6000.0,1589069093273
612,0.01592,10000.0,1589069093274
613,0.01592,2000.0,1589069093279
614,0.01592,5013.5,1589069093429
615,0.01592,1316.7,1589069093442
616,0.01592,1000.0,1589069093696
617,0.01592,1000.0,1589069093711
618,0.01592,5000.0,1589069093712
619,0.01592,6000.0,1589069093713
620,0.01592,18596.4,1589069093795
621,0.01591,40000.0,1589069093797
622,0.01591,62830.1,1589069093797
623,0.01591,610.8,1589069093849
624,0.0159,5598.4,1589069093849
625,0.0159,1230.0,1589069093849
626,0.0159,121533.3,1589069093849
627,0.0159,3060.6,1589069093849
628,0.0159,61606.7,1589069093849
629,0.0159,61231.2,1589069093849
630,0.0159,2000.0,1589069093952
631,0.01592,206489.0,1589069094027
632,0.01591,5043.8,1589069094059
633,0.01591,59956.2,1589069094130
634,0.0159,6203.4,1589069094203
635,0.01592,110849.0,1589069094237
636,0.01592,297619.0,1589069094342
637,0.01592,98246.0,1589069094370
638,0.01592,5119.4,1589069094389
639,0.01592,10210.2,1589069094434
640,0.01592,1621.0,1589069094443
641,0.01592,4591.0,1589069094555
