,_t,_o,_h,_l,_c,_v
157,1589264067725.0,71.7,71.76,71.62,71.76,84.65588
158,1589264129643.0,71.76,71.93,71.76,71.93,85.21566
159,1589264135347.0,71.93,71.93,71.76,71.86,83.82719
160,1589264188228.0,71.86,71.93,71.86,71.87,90.89852
161,1589264188541.0,71.87,71.99,71.87,71.94,83.43023000000001
162,1589264191786.0,71.94,71.96,71.83,71.9,84.05606999999999
163,1589264357109.0,71.9,71.94,71.79,71.8,85.00567
164,1589264589560.0,71.8,71.81,71.68,71.68,84.6107
165,1589264632385.0,71.68,71.7,71.58,71.65,85.54792000000002
166,1589264721608.0,71.65,71.66,71.55,71.59,90.50189
167,1589264808866.0,71.59,71.68,71.55,71.55,91.62364000000001
168,1589264874542.0,71.55,71.55,71.42,71.5,89.52621999999998
169,1589264954247.0,71.5,71.61,71.41,71.57,84.84635000000002
170,1589265159785.0,71.57,71.57,71.46,71.46,84.20049
171,1589265455356.0,71.46,71.46,71.45,71.46,96.22936999999999
172,1589265463939.0,71.46,71.6,71.46,71.54,83.99154
173,1589265850115.0,71.54,71.56,71.49,71.49,84.16051999999998
174,1589266114802.0,71.49,71.58,71.48,71.58,87.39558999999998
175,1589266517593.0,71.58,71.78,71.58,71.67,85.17557000000001
176,1589266897332.0,71.67,71.7,71.38,71.39,86.28710000000004
177,1589267346882.0,71.39,71.48,71.38,71.46,116.82557
178,1589267735451.0,71.46,71.46,71.34,71.34,87.58183000000001
179,1589268313987.0,71.34,71.38,71.33,71.38,118.49242
180,1589268334331.0,71.38,71.38,71.36,71.38,87.17033
181,1589268335585.0,71.38,71.38,71.37,71.38,96.13000000000001
182,1589268336164.0,71.38,71.38,71.31,71.31,84.31443999999999
183,1589268403596.0,71.31,71.31,71.31,71.31,108.0
184,1589268403661.0,71.31,71.31,71.31,71.31,89.2151
185,1589268403776.0,71.31,71.38,71.27,71.27,87.1157
186,1589268404472.0,71.27,71.28,71.18,71.2,85.85252
187,1589268406743.0,71.2,71.28,71.18,71.19,84.24221999999999
188,1589268494178.0,71.19,71.19,71.07,71.16,88.48037
189,1589268530012.0,71.16,71.16,71.07,71.16,108.24499999999999
190,1589268530502.0,71.16,71.16,70.97,71.03,113.63785
191,1589268561260.0,71.03,71.03,70.9,70.9,99.52819000000001
192,1589268562598.0,70.9,70.98,70.83,70.83,85.51457
193,1589268568552.0,70.83,70.98,70.82,70.98,85.43129
194,1589268620196.0,70.98,71.03,70.95,70.99,118.25200000000001
195,1589268624013.0,70.99,71.1,70.94,71.1,88.44951
196,1589268635130.0,71.1,71.11,70.98,71.06,86.81671
197,1589268741524.0,71.06,71.1,70.9,71.1,85.57892000000001
198,1589268861964.0,71.1,71.13,71.01,71.13,95.68212
