,_t,_o,_h,_l,_c,_v
151,1589077860000,2.46660000,2.47300000,2.46600000,2.47300000,13019.40000000
152,1589077920000,2.47120000,2.47300000,2.46860000,2.47040000,10330.63000000
153,1589077980000,2.47070000,2.47140000,2.46840000,2.47010000,7567.49000000
154,1589078040000,2.46910000,2.47230000,2.46870000,2.47230000,12832.18000000
155,1589078100000,2.47240000,2.47240000,2.46900000,2.47230000,11244.48000000
156,1589078160000,2.47230000,2.47280000,2.47010000,2.47260000,5847.79000000
157,1589078220000,2.47160000,2.47300000,2.47030000,2.47150000,8724.72000000
158,1589078280000,2.47170000,2.47170000,2.46050000,2.46900000,29490.82000000
159,1589078340000,2.46800000,2.46950000,2.46290000,2.46520000,12262.63000000
160,1589078400000,2.46430000,2.46610000,2.46380000,2.46550000,6320.44000000
161,1589078460000,2.46440000,2.46510000,2.46110000,2.46270000,16732.26000000
162,1589078520000,2.46320000,2.46490000,2.46190000,2.46490000,6956.59000000
163,1589078580000,2.46490000,2.46550000,2.46380000,2.46550000,11552.39000000
164,1589078640000,2.46460000,2.46930000,2.46440000,2.46930000,7271.36000000
165,1589078700000,2.46780000,2.46970000,2.46740000,2.46920000,5546.17000000
166,1589078760000,2.46880000,2.47010000,2.46790000,2.46930000,11765.19000000
167,1589078820000,2.46920000,2.47040000,2.46700000,2.46900000,15034.75000000
168,1589078880000,2.46850000,2.46870000,2.46390000,2.46470000,22692.58000000
169,1589078940000,2.46640000,2.46640000,2.46400000,2.46490000,12373.79000000
170,1589079000000,2.46580000,2.46620000,2.46040000,2.46180000,19398.47000000
171,1589079060000,2.46060000,2.46520000,2.45870000,2.46000000,14742.96000000
172,1589079120000,2.45900000,2.46250000,2.45820000,2.46010000,19490.38000000
173,1589079180000,2.45810000,2.45950000,2.45500000,2.45630000,20715.54000000
174,1589079240000,2.45600000,2.45920000,2.45580000,2.45760000,9832.94000000
175,1589079300000,2.45760000,2.45790000,2.45590000,2.45630000,4064.16000000
176,1589079360000,2.45700000,2.45820000,2.45600000,2.45820000,7273.16000000
177,1589079420000,2.45860000,2.45980000,2.45690000,2.45710000,8067.89000000
178,1589079480000,2.45850000,2.45880000,2.45670000,2.45720000,13066.16000000
179,1589079540000,2.45810000,2.45880000,2.45740000,2.45780000,5755.24000000
180,1589079600000,2.45880000,2.45880000,2.43870000,2.44900000,63779.59000000
